urdu_text,is_sarcastic,,,,,,
داڑھی یا پردے کو لے کر اگر کوئی مسلمان کسی کوتاہی کا مرتکب ہو رہا ہے. تو یہ الگ معاملہ ہے. مگر داڑھی یا پردے پر تنقید کر کے اپنی آخرت نہ خراب کرے... شکریہ. نوازش,0,,,,,,
@LabourOverseas @AneelaNoreen2 جو آپکے اصل مسائل ہیں انکو اجاگر کریں میں آپکا بھرپور ساتھ دونگا مگر صرف خان پر بے جا تنقید سے کچھ حاصل نہ ہو گا۔ اللہ آپکو صبر دے,0,,,,,,
ہاں ۔۔ سندھ میں دودھ اور شہد کی نہریں خوب بہا لیں ۔۔ اب گلگت بلتستان میں بہائیں گے 😂😂,1,,,,,,
جب تک تم جیسے مخلوق پاکستان میں موجود ہو تب تک کسی گندے وائرس کی ضرورت نہیں 😂,1,,,,,,
"@WaqasZafar11 @Shoaib_Jatt
سے پوری دنیا پر تنقید کروا لو. اپنے کیا ورک ethics ہیں. انکی مثال یہ پوسٹ ہے. حد ہوتی ہے ویسے",0,,,,,,
"@SalehMughal نہیں دفاع تو نہیں کرتا...
لیکن میں دو طرفہ بات کرتا ہوں...
صرف ایک کی بات تو نہیں کرتا یا ایک کے مخالف...

میں یہاں ٹویٹس نکال کر دے سکتا ہوں جس میں مریم، زرداری بلاول پر تنقید کی ہو میں نے",0,,,,,,
نواز شریف پاکستان کا دوسرا الطاف حسین بن گیا مطلب دونوں بھگوڑے ہیں 😂😂😂 عمران_خان 💪💪💪💪,1,,,,,,
یہ نوازشریف کی بیٹی ہے۔ مذاق مت کیا کرو۔ 😀,1,,,,,,
@fawadchaudhry ایک دوسرے پر تنقید بند کرو اپنا بوریاں بستر بندو اور گھر جانے کی تیاری کرو شاباش,0,,,,,,
"جب توجہ کا مرکز
اپنی ہی ذات کی خوبیاں ہوں

 تو انسان اپنی اصلاح میں سست 

اور دوسروں پر تنقید میں چست ہو جاتا ہے 🔥🍂
@silentmassage",0,,,,,,
ہنڑ ویکھو خان صاحب اناں دا کے حشر کر سی😂😂,1,,,,,,
پہلے میں بحث کرتی تھی اب میں دفع کر دیتی ہوں 🤭😂😂 زوئی,1,,,,,,
@Dr_AyeshaNavid افسوس بہن جی ۔۔غصہ کہیں کا نہیں چھوڑتا تنقید ضرور کریں ۔۔,0,,,,,,
فرقہ پرست علماء عام آدمی کے قتل وغارت کا سبب بن ریے ہیں یہ اہل بیت کی فضیلت والے اپنے پیرو کاروں کو کردار اہل بیت اور دوسرے کردار صالحین صحابہ کرام رضی اللہ تعالیٰ اپنانے کا درس دین اور ان میں رسومات پر تنقید کو برداشت کرنے کا حوصلہ پیدا کرین حق کو حو اور باطل کو باطل بتاءین تو,0,,,,,,
خواہش ہے کہ آپ گھگکڑ منڈی گجرانوالہ بھی تشریف لائیں ایک زمانہ پاکستان ٹیم لازمی گھگکڑ میں آتی تھی 🙏🙏🙏,1,,,,,,
کیسے عجیب کنجرلوگ ہیں 😝😝😝😝 نانی والی بات پر مائنڈ کرگئے اور حرام کی کمائی پہ پلنے والی بات کا ذرا سا بھی برا نہیں منایا 😝😝😝😝,1,,,,,,
"عقل کو تنقيد سے فرصت نہيں
عشق پر اعمال کی بنياد رکھ",0,,,,,,
@iqrarulhassan @Salman_ARY میرے بھائی اس قوم کو ہر بات پر اعتراض کرنے کی عادت پڑ چکی ہے۔ اقرار صاحب آپ بھی ایسی حرکتیں کرتے ہیں اپنے بوسیدہ ٹویٹس کے زریعے دوسروں کے خلاف لہذا اب اگر اے آر وائی کے مخالفین سے سلمان کو ملنے والی عزت برداشت نہیں ہو رہی تو اسے,0,,,,,,
 ہر گھر سے نوازشریف نکلے گا تم کتنے بھٹو مارو گے 😉😁😆 بزدارکی_پرواز_بلاول_بیکار,1,,,,,,
بی بی صاحبہ نے لاکھوں روپیہ لگا کر منہ سیٹ کروایا تھا اور مرشد نے نانى کہہ کر سارا پلاسٹک ہی اُدھیڑ دیا😄😄😄😃😃😃,1,,,,,,
"حکومت کی تعریف ARY پر دیکھیں 
حکومت پر تنقید GEO پر دیکھیں 
حکومت کی ترقی PTV پر دیکھیں۔
اور حقیقی ترقی دیکھنی ہو تو TV بند کریں اور گھر سے باہر نکلیں۔
مزدور کے گھر کے حالات دیکھیں 
بازار میں چیزوں کے ریٹ دیکھیں 
پڑھے لکھے بیروزگار دیکھیں 
ٹرانسپورٹ کے کرائے دیکھیں۔",0,,,,,,
@PAGAL93 @ColImran1 بھائی جان  تنقید ضرور کریں لیکن داڑھی مبارک کو داڑہیل کہنا کتنا برا اور گناہ ہے ذرا سوچیں,0,,,,,,
بلاول زردای نے کوئٹہ جلسے میں شرکت نہ کرنے کا فیصلہ کیا ہے جو حالات چل رہے ہیں آخر پر اسٹیج خالی ہی ره جانا ہے 😀😀,1,,,,,,
"کیپٹن صفدر کو پہلے تو موقع یا جگہ نہیں ملتی، مل جائے تو چھاپہ پڑ جاتا..😜",1,,,,,,
"حکومت کی تعریف ARY پر دیکھیں، حکومت پر تنقید GEO پر دیکھیں، حکومت کی ترقی PTV پر دیکھیں، اور اگر حقیقی ترقی دیکھنی ہو تو TV بند کرکے ذرا گھر سے باہر نکلیں، مزدور کے گھر کے حالات دیکھیں، بازار میں چیزوں کے ریٹ دیکھیں، پڑھے لکھے بیروزگار دیکھیں، ٹرانسپورٹ کے کرائے دیکھیں.
#ن_محسن",0,,,,,,
"مریم اورنگزیب صاحبہ آپ نے ابھی پریس کانفرنس میں منتخب وزیراعظم کی تذلیل کی ہے۔ آپ تو خود سلیکٹڈ رکن اسمبلی ہو۔ وزیراعظم پر تنقید کرو ضرور کرو مگر تہذیب کے دائرے میں رہ کر تنقید کرو۔ بحثیت پاکستانی اب تو مجھے آپ کے خاتون ہونے پر شک سا ہورہا ہے۔ عورت بنو غنڈہ مت بنو

@Marriyum_A https://t.co/r3ZNUz3sAm",0,,,,,,
نواز شریف نے عمران خان کو نیا عمران خان بنا دیا ہے لہزا آج کے بعد `` نیو خان `` لکھا اور پکارا جائے 😂😂😂,1,,,,,,
محفل میں فرشتے ہی فرشتے نظر آئے ہم نے فقط پوچھا تھا گناہ گار کون ہے..💯💯 مینٹل,1,,,,,,
"کیا سیاسی جماعتوں کے اندر بحث ہوتی ہے، جسٹس جمال خان مندوخیل 

اس سے زیادہ بحث کیا ہو گی کہ سندھ ہاؤس میں بیٹھ کر پارٹی پر تنقید ہورہی ہے، اٹارنی جنرل 

جتنا مرضی غصہ ہو پارٹی کیساتھ کھڑے رہنا چاہیے، چیف جسٹس 

مغرب میں لوگ پارٹی کے اندر غصے کا اظہار کرتے ہیں، چیف جسٹس",0,,,,,,
@Sumairawn یعنی آپ 39سالہ مارشل لاء ایڈمنسٹریٹر پر تنقید کررہی ہوں,0,,,,,,
یہ پہلے تو ایسی نہیں تھیں پر اچانک ہی اتنی تبدیلی آئی ہے تاکہ ہینڈسم وزیر اعظم کے بعد بیوٹیفل وزیر اعظم صاحبہ ملیں ہمیں😝😝,1,,,,,,
" سندھ پولیس کو چھٹیوں کا کام بھی دیا جائے گا جو وہ گھر سے کر کے لائیں گے ، سائیں قائم علی شاہ۔😂",1,,,,,,
@ImranRiazKhan جن کو چور ڈاکو کہہ کے ان کے ساٹھ بیٹھنے سے انکار کر رہا ہے کل بھی جب نیازی اپوزیشن میں تھا تو ان کے ساتھ بیٹھتا تھا اور آنے والے کل بھی انھی میں سے کچھ لوگوں کے ساتھ اپوزیشن میں بیٹھ کے حکومت کے خلاف صف آرا ہو گا۔لیکن تم غیرت ضرور کرنا اس و,0,,,,,,
"کشمیر یونیورسٹی میں بدھ کے روز ’اردو تحقیق و تنقید‘ کے موضوع پر دو روزہ بین الاقوامی سیمینار شروع ہوا۔ اس سیمینار کا انعقاد ڈائریکٹوریٹ آف ڈسٹنس ایجوکیشن  نے قومی کونسل برائے فروغ اردو زبان و ادب 
https://t.co/qyywbi9G71
#INUrdu #Kashmir #Urdu @KashmirUrdu",0,,,,,,
 تیرے جیسے بن بھی نہیں سکتے ۔۔ تو صرف ملک لوٹنے والو کے حصے میں آتا ہے ۔۔😂👐,1,,,,,,
افسوس ہوتا ہے جب لوگ کہتے ہیں عمران خان نے سب کچھ مہنگا کردیا ہے جبکہ سچائی تو یہ ہے کہ نمک ابھی بھی سستا ہے کامران خان😂😂,1,,,,,,
"کیا سیاسی جماعتوں کے اندر بحث ہوتی ہے، جسٹس جمال خان مندوخیل 

اس سے زیادہ بحث کیا ہو گی کہ سندھ ہاؤس میں بیٹھ کر پارٹی پر تنقید ہورہی ہے، اٹارنی جنرل 

جتنا مرضی غصہ ہو پارٹی کیساتھ کھڑے رہنا چاہیے، چیف جسٹس 

مغرب میں لوگ پارٹی کے اندر غصے کا اظہار کرتے ہیں، چیف جسٹس
#63A",0,,,,,,
"اس سے زیادہ بحث کیا ہو گی کہ سندھ ہاؤس میں بیٹھ کر پارٹی پر تنقید ہورہی ہے۔ اٹارنی جنرل 
جتنا مرضی غصہ ہو پارٹی کیساتھ کھڑے رہنا چاہیےچیف جسٹس 
مغرب میں لوگ پارٹی کے اندر غصے کا اظہار کرتے ہیں، چیف جسٹس",0,,,,,,
مریم نواز چور کے لفافے بلکل درست سمت میں جارہا ہے😎,1,,,,,,
 صگدر اعوان نے بھٹو کی قبر پر نعرہ لگا دیا کیا 😂😂,1,,,,,,
@MuhdZubair01 @Sm_9_9 @sheikhsaira24 بھائی کس نے آپکو تنقید کا نشانہ بنایا؟ میں نے تو آپکی تعریف کی ہے؟ آپکے زہن میں کیوں ہے کہ ہر لفظ آپ کو طنز اور تنقید سمجھ کر لکھا جاتا ہے۔,0,,,,,,
"کیا سیاسی جماعتوں کے اندر بحث ہوتی ہے۔ جسٹس جمال خان مندوخیل 

اس سے زیادہ بحث کیا ہو گی کہ سندھ ہاؤس میں بیٹھ کر پارٹی پر تنقید ہورہی ہے۔ اٹارنی جنرل 

جتنا مرضی غصہ ہو پارٹی کیساتھ کھڑے رہنا چاہیےچیف جسٹس 

مغرب میں لوگ پارٹی کے اندر غصے کا اظہار کرتے ہیں چیف جسٹس",0,,,,,,
میاں صاب کتنے منحوس ہیں اسکا اندازہ صرف اس بات سے لگالیں کہ پوری دنیا کے لوگوں کو کرونا ہوا مگر کرونا نے بھی انہیں منہ لگانا مناسب نہ سمجھا🤓😎😁,1,,,,,,
میرے نالج میں بڑا اضافہ ہوا جب بلاول بھٹو نے کہا انڈے 200 روپے کلو اور آلو 100 روپے درجن فروخت ہورہے ہیں😁😁😂🤣😝😝😝,1,,,,,,
"تحریک انصاف کی حکومت میں بے شمار انقلابی کام ہوۓ مگر ہر طرف سے حکومت کو تنقید کا نشانہ بنایا گیا۔
*#انتشار_کی_جڑ_میڈیا* @AikJanoonIVF",0,,,,,,
"@Asadahm20429452 @SShabbarZaidi اپوزیشن کو اگر کچھ پاکستان کےبلئے سوچنا ہوتا تو چالیس سال کی حکمرانی میں ڈبویا نہ ہوتا۔
مشرف کے دور میں بھی جو پایا تھا، وہ بھی نواز شریف اور زرداری حکومتوں نے کھویا۔
یہ عمران خان کی حکومت ہے  جس میں ایکسپورٹ بھی بڑھ رہی ہے",0,,,,,,
آپ بھی سپنی نانی کی پلاسٹک سرجری کروا لیں۔ اگر سستی پلاسٹک سرجری کروانی ہے تو منہ پہ شاپر چڑھا کر آگ لگا لیں۔ 🙏🏻,1,,,,,,
شکر ہے اپ کے منہ یہ نہی نکلا کہ مریم کا دروازہ کھولنا مریم کو نیازی کے ساتھ سولانے کے برابر ہے ری تو اپ جیسی گشتی ایسے کررہی ہے جیسے سندھ حکومت بھی عمران کی ہے اور ان دونوں کو ادھ ننگی حالت میں پکڑ لیا 😷,1,,,,,,
@KDSindhi کپل بھائی آپ خود سندھ میں ہونے والے ہندؤں پر ظلم پر لکھتے رہتے ہیں آپ بتا دیں ہوں تنقید نہی کریں گے ہم سندھ میں بی جو ظلم اور زیاتی ہو رہی ہے وہ بی پنجاب حکومت پر ڈالیں دیں گے خصوصًا سندھی ہندؤں پر ہونے والے ظلم تو خصوصًا عمران خان پر۔,0,,,,,,
لوگ کہتےہیں ویمن کرکٹ پر تنقید کیوں؟ تنقیدنہیں کرتےمیرٹ کی بات کرتے ہیں۔خود اندازہ لگائیں ورلڈکپ کی ٹاپ سکورر سدرہ امین سنٹرل کنٹریکٹ پر ہی نہیں۔پول کم ہے مانتے ہیں لیکن اس پول میں سے بھی میرٹ پر فیصلہ کریں تو بہت اچھا کھیلنے والی موجود ہیں۔ ناقد نہیں سپورٹرہیں۔۔!!,0,,,,,,
لفافہ تو ایسے ظاہر کرتے ہیں جیسے شریف فیملی 35 سالوں سے اتفاق فاونڈری سے پاکستان کو قرضہ دے رہا ہے 😂😂😂,1,,,,,,
 آلو200روپےدرجن😅 انڈے200کلو☺ کدو 200 روپے فٹ چینی 100 روپےمربع فٹ😄 سونا1لاکھ روپےکلومیڑ😉 سائنسدان کا نام بتائیں؟ 😂 بزد…,1,,,,,,
"سندھ ہاؤس میں جو ہوا وہ تاریخ پر دھبہ ہے 
حماد اظہر 
سندھ ہاؤس پر تنقید کرنے والے ترین کے جہاز میں امیدوار بھر بھر کر لانے پر کب لب کشائی کریں گے",0,,,,,,
"@SK_Tanoli_ حکومت اگر خان کی ھو تو سب ٹھیک ھے 

اگر #آلشریف کی حکومت ھو تو 
تب تعریف جیو پر اور تنقید ARY پر 

باقی سب same 🤣🤣

دونوں حکومتوں میں بس جیو اور ARY کا فرق ھے 🤣🤣",0,,,,,,
کلیجی دو سو روپے مرلہ اور اوجڑی 500 روپے کنال کدو سو روپے فٹ 😂😅😜,1,,,,,,
آلو200روپےدرجن😅 انڈے200کلو☺ کدو 200 روپے فٹ چینی 100 روپےمربع فٹ😄 سونا1لاکھ روپےکلومیڑ😉 سائنسدان کا نام بتائیں؟ 😂 بزدارکی_پرواز_بلاول_بیکار,1,,,,,,
@KHR_Real بلال صاحب کو تھوڑا سمجھائے. جو ہر اہلسنت پر تنقید کرتے ہیں. دھرنے ہوتے ہیں غائب ہو جاتے ہیں,0,,,,,,
"@MZeeshanSid @Shoaib_Jatt بھائی پرفارمنس پر تنقید صحافی کا کام ہے جواب میدان میں دیا جاتا ہے,  اس نے ان اؤٹ کی بات ہی نہیں کی",0,,,,,,
ایسا سوال کرنے سے اس کا لفافہ بند ہو جانا ہے 😂,1,,,,,,
ایک معروف اینکر کہیں اب یہ دعویٰ نہ کر دے کہ وزیر اعلیٰ سندھ کو رینجرز نے اغوا کر کے پریس کانفرنس کروائی ہے 😊,1,,,,,,
"@adnanaadil 
اگر آپ میں تنقید
جواب سننے کا حوصلہ نہیں تو صحافت
صحافت چھوڑ کر کوئی اور کام کر لیں۔
سیاستدانوں کی تصاویر لگانا آسان کام ہے۔
جو 80ھزار سے زیادہ لوگوں کی موت کے ذمہ دار ہیں ان کی تصویر لگاتے ہوئے آپ کی کانپیں ٹانگ جاتی ہیں۔",0,,,,,,
"یہ اچانک سیاستدانوں کے بجائے نئی پارٹیوں کے بیانات کیوں آنا شروع ہوگئے
صاحب فرمارہے ہیں سندھ بلوچستان کے لوگ اُنکو ووٹ دیں جو ترقی چاہتے ہیں
دوسرے صاحب لوٹوں کو PTIچھوڑنے پہ تنقید کررہے ہیں🤔
آخر عوام سے کب پوچھا جائے گا کہ وہ کسے الیکٹ کرنا چاہتی ہے نہ کہ سلیکٹڈ
@Xadeejournalist https://t.co/uz2u7f5asq https://t.co/M9SEBzsM7C",0,,,,,,
 اے لو جی مارکیٹ نا نواں ریٹ وی آ گیا نے آلو دو سو روپے درجن😀 انڈے دو سو روپے کلو😀 آٹا چھ سو روپے لیٹر😜 چینی سو روپے مربع…,1,,,,,,
میں سیٹ کرلوں پتہ لگے ڈیٹ پر ایک سوجے ہوئے منہ والا اینکر آجائے 😂,1,,,,,,
@betterpakistan یار احسن اقبال صاحب ایک منٹ کے لیے سوچو آپ کب سے اتنی تنقید کرتے آ رہے ہیں کیا عمران  خان کی عزت اور مقبولیت میں کمی آئی؟,0,,,,,,
"ان دنوں بھارتی میڈیا پر ٹائیگر شروف کے ماضی کا ایک قصہ موضوعِ بحث ہے جس کے بعد سوشل میڈیا صارفین سمیت کئی خواتین نے انہیں تنقید کا نشانہ بنایا۔ 
مزید پڑھیں:https://t.co/5rVNGerSQn
#GeoNews #TigerShroff https://t.co/CBsKYBrvds",0,,,,,,
"گھر جمائما کا ، پیسہ جہانگیر ترین کا بیوی خاور مانیکا کی ، حکومت فوج کی 😂😂 کیا درویش آدمی ہے نیازی۔",1,,,,,,
ثانیہ خود مریم نواز کی جلسے میں تصویریں لیتی ہے اور مریم کی سامانوں کی حفاظت کرتی ہے جیسے کہ مریم کی بیگ سنبھالنا اور مریم کے موبائل سنبھالنا پھر مریم نے ایم پی اے کی سیٹ سے نواز لیا 😂😂😂,1,,,,,,
نون لیگ کے دلال اپوزیشن لیڈر جناب کنجر ساتھی کی حکومت پر تنقید۔ یہ حرام کا تخم صحافی ہے؟ https://t.co/jrBQ4xob5G,0,,,,,,
"تنقید والے یہ بتائیں کیا انہوں نے رشتے دینے ہیں جو تنقید کر رہے ہیں؟ وہ بندہ اگر ایسا چاہتا ہے تو اس کی مرضی، آپ لوگ رشتہ نا دیجئے گا۔ https://t.co/NGNITzw5eB",0,,,,,,
"وزیراعظم پاکستان نے ریاست مدینہ کا نعرہ لگایا تو اسکا مذاق اڑایا گیا۔ 
اب اس نے امر بالمعرف کا نعرہ لگایا اس پر تنقید۔۔۔۔۔
جب اللہ نیکی کا ارادہ کرنے پر ثواب کا کا کہتا تو انسان کون ہوتے اچھے کام میں کیڑے نکالنے والے۔۔۔؟
سیاسی تنقید کریں اپنی آخرت خراب نا کریں۔
 #امربالمعروف",1,,,,,,
پچھلی دفعہ بھی چاچا فضلو جلسے کا بول کے کوٸٹہ کے بجاۓ پتہ نہیں کہاں لے گٸے تھے بلاول کا شکوہ۔۔ میں اب نہیں جاونگا 😂,1,,,,,,
"یہ پاکستان ہے جتنے پیسوں کی یہاں آڈی پڑتی ہے، یو کے میں اس قیمت میں رولزرائس مل جاتی ہے😏",0,,,,,,
نون لیگ کے دلال اپوزیشن لیڈر جناب کنجر ساتھی کی حکومت پر تنقید۔ یہ حرام کا تخم صحافی ہے؟ https://t.co/jrBQ4xob5G,0,,,,,,
 بے نظیر نواز شریف کی بہن تھی مریم کی وضاحت بڑا بے غیرت تھا بھائی جو بہن کی ننگی تصویریں جہاز سے پھینکواتا تھا۔ 😂😂😂😂😂,1,,,,,,
"تین، باقی کدو کی ٹیم والوں کے بھی ہیں، ہر وقت اسکی تعریفوں کے پل باندھ تے رہتے ہیں جیسے دنیا میں اسکے علاوہ کوئی صحافی نہیں😂",1,,,,,,
"@Itx_Wahab123 @Mudsr_Ch بھائی جان آپ گھر سے باہر نکل کر دیکھو زرا ۔۔
تنقید کا  چشمہ اتار کر دیکھو ہر حلقہ میں ہر آفس میں میٹنگز ہو رہی ہیں ۔۔

آپ آج بھی جس وقت مرضی کوہ نور آفس چکر لگاؤ آپ کو خود سب نظر آئے گا",0,,,,,,
"""عوام عمران خان کی تمام سازشیں جان چکی ہے""

مریم اورنگزیب کی عمران خان پر تنقید

@Marriyum_A 
#GeoNews https://t.co/dS7hNG6zEf",0,,,,,,
غاریدہ فاروق کہیں اب یہ دعویٰ نہ کر دے کہ وزیر اعلیٰ سندھ کو رینجرز نے اغوا کر کے پریس کانفرنس کروائی ہے 😊,1,,,,,,
پورے خاندان کو پتا ہوتا ہے زن مرید ہے 🤣😂,1,,,,,,
"@SultanChairman یہ بڑے دکھ کی بات ھے کہ آپ سنجیدہ اور سمجھدار انسان ھیں مگر نواز شریف کی زبان بول رھے ھیں 
ھم بھی حکومت پر تنقید کرتے ھیں جو بات غلط ھو مگر آپ غلط باتوں پر آنکھ بند کر لیتے ھیں ایسا مت کریں اپنی رائے رکھنا ضروری ھے ھم کسی کے غلام نھیں ھیں
",0,,,,,,
"@Burakofficially @Shiffa_ZY صحیح طرح بسم اللہ پڑھنا اور الحمدللہ لکھنا جس کو نا آتا ہو وہ بھی مولانا صاحب پہ تنقید کر رہے، ایسے بے غیرت بھی ہوتے ہیں روئے زمین پر۔",0,,,,,,
محنت تو میں نے بھی کی ہے میں کونسا کومہ میں ہوں 😉😁,1,,,,,,
کچھ لوگوں کے دماغ میںخود بخود سوال ایسے پیدا ہوتے ہے جیسے آم میں کیڑا پھر ایسے تنگ کرتے ہے جیسا مچھر 😂😂😂😂,1,,,,,,
"@Bhatti_72 @Mudsr_Ch بھائی میں تنقید نہیں کر رہا،
دکھ ہوتا ہے جب اپنے حلقے کے حالات اچھے نظر نا آ رہے ہوں،
ہم لوگوں نے 2018 میں دن رات محنت کی تھی اور اس کے بعد ہمارے ایم این اے نے مڑ کر بھی نہیں دیکھا،
ہم تو ابھی بھی چاہتے ہیں کے پھر سے وہی جزبہ ہو جو پہ",0,,,,,,
"خاموش رہیے جب آپ کسی پر تنقید کرنے لگیں ۔

💕 #خاتم_النبیین_محمدﷺ 💕 نے فرمایا : *جو شخص خاموش رہا اس نے نجات پائی ۔ ”تو نجات کے لیے کچھ جگہوں پر خاموش رہنا بہتر ہے“۔

#سرمایہ_زیست",0,,,,,,
 پاکستان میں سِول وار چل رہی ہے لیکن پاکستانیوں کے کیڑے ہی نہیں مر رہے 😷,1,,,,,,
 یوتھیوں کو ابھی بھی لگتا ہے کہ عمران خان ہی وزیراعظم ہے 😆,1,,,,,,
"اوآئی سی پر تنقید کرنے والے بتائیں کہ کشمیر پر اس نے کتنا جاندار موقف پیش کیا، حافظ طاہر اشرفی https://t.co/iAqKQT2KEz",0,,,,,,
کہاں ہیں اب وہ لوگ جنہوں نے ساری زندگی تھر کے پھیچے سندھ پر تنقید کرنے میں گُزار دی۔۔۔اب کیا کہیں گے؟؟؟ https://t.co/3vIhDcwoHo,0,,,,,,
جاندی ایندا نئی قصور سب راء انڈیا کراندا پیا اے نمانی کولوں 😂,1,,,,,,
یہ عورت نہیں کتیا ہے انہیں پاجاموں کی ضرورت نہیں ہوتی 🐃,1,,,,,,
@amna_syed512 سید الشہدا امام حسین علیہ السلام کی تربت کو بولی لگا کر بیچا ہے اس نے ایک طرح کے بالی ووڈ ٹائپ ایوارڈ شو میں. جسے ہم لوگ صحیح نہیں سمجھ رہے اس لیے اس پر تنقید کی جارہی ہے کہ یہ خون حسین ع بیچ رہا ہے,0,,,,,,
@jam_kamal جام کمال صاحب آخر کار پریشانی کے عالم میں کبھی BNP کو نشانہ بنانے میں نظر آرہا تو کبھی قدوس بزنجو صاحب پر تنقید برائے اصلاح کرنے بجائے نفسیاتی طور پر اپنے شکست کو تسلیم کیا MPA شاہوانی صاحب پر تجزیہ دور کی بات ہے,0,,,,,,
"الطاف حسین کو مہاجر کہنے والے کبھی یہ تو بتا دیں الطاف حسین کے والد کا نام چوھدری نظیر حسین تھا۔،،والدہ مہاجر تھی باپ پنجابی تھا،😂",1,,,,,,
قصور سارا فوج کا ہے نہ فوج ہوتی نہ نواز شریف 3 بار اس ملک کا وزراعظم بنتا قصور سارا فوج کا ہے نہ فوج ہوتی نہ صفدر کیپٹن ہوتا نہ گیراج ہوتا نہ فوج سے بغض ہوتا قصور سارا فوج کا ہے 😀🙏,1,,,,,,
"زندگی ایک آرٹ ہے۔۔!!

اس سے جڑی ہر چیز
تمہارا برتاؤ
کسی پر تنقید
مسکراہٹ
موسیقی
یا
کتابوں کا انتخاب بہترین رکھو۔
اسمیں کوئی اضافی رقم نہیں لگتی۔
یہ سب
تمہاری شخصیت کا اثر چھوڑنے
یا
ختم کرنے کا فیصلہ کرتا۔
خود کو اہم سمجھو
زندگی کو اک ادا سے گزارو۔
ورنہ

گزر تو یہ ویسے بھی رہی ہ",0,,,,,,
@Shoaib_Jatt تنقید طریقے کی کرتا تو یوں کومنٹس میں گالیاں نہیں کھا رہا ہوتا,0,,,,,,
 مریم نواز کو مریم بھٹو اور بلاول بھٹو زرداری کو بلاول نواز بنانا عمران خان کا سب سے بڑا کارنامہ ہے😄,1,,,,,,
"بلی تھیلے سے باہر آ گی ہے 😂 پہلے میاں صفدر کی گرفتاری اور اب یہ ، لگتا ہے ڈیل کے اشارے مل رہیے ہیں 😂",1,,,,,,
"@Roymukhtar ماسٹر ہو یا ناں ہو
ان سب کو پتا ہے کہ کوریج کپتان پر سچی جھوٹی تنقید کرنے سے ہی ملنی ہے
مجبور ہیں بیچارے",0,,,,,,
@ImranRiazKhan پھر لوگ کہتے ھیں کہ آرمی پر تنقید نہ کرو.,0,,,,,,
"میں نے لیڈر کی بات کی ہے، سیاستدان کی نہیں ... 😏",1,,,,,,
"پاکستان کے چار بہترین کاروبار 👌👌👌 پرائیویٹ ہسپتال، پرائیویٹ اسکول پیری مریدی اور سیاست 😜🤔😁",1,,,,,,
اب ان کو اگر بچے پیدا ہوئے تو یے اپوزیشن کے کہاتے میں ڈالیں گے 😜,0,,,,,,
سندھ حکومت کے لیے بڑی نااہلی پر شاہد خاقان عباسی بھڑک اٹھے 😂😂,0,,,,,,
اگر زیادہ ہی اچھا شعر ہو تو واہ میں سے ہ نکال دیں۔۔۔ یہ ہ ہی ہے جسکے نکالنے میں ہوا نکل جاتی ہے 😂😅😆,1,,,,,,
دو مہینے میں کیا مورال کے ٹیکے لگا کے آئے گی سندھ پولیس 😁😁,1,,,,,,
میانوالی کی سوغات آج کل بہت مشہور ہے 😛😛😛😛,0,,,,,,
5 دن پہلے گرل فرینڈ بنی ہے اور آج 15 ہزار ادھار مانگ رہی ہے کیا کروں؟🙄😩,0,,,,,,
ہائے کتنی پیاری زبان ہے انکی😂😂 پین پٹوارن لگدی اے😂😂😂😂😂,1,,,,,,
 اے راہے گند کے چور او 😝تم کو جیل سلام کہتی ہے😝تم جو لوٹ کے لے گئے دولت لندن😝پاکستانی عوام کو اب مہنگائی …,1,,,,,,
میری چیف جسٹس پاکستان اور چیف آف آرمی سٹاف سے اپیل ہے کہ یہ جو آئی جی سندھ کے اغواء کا زمہ دار آرمی کو ٹھہرا رہے یہ سارا کام مسلم لیگ نون اور پیپلز پارٹی کا ہے ان پارٹیوں کے سربراہان کے پورے خاندانوں کو مستقل طور پر ملک بدر کیا جائے پاکستان زندہ باد پاک فوج پائندہ باد 🇵🇰 ❤️,0,,,,,,
ارے نہی نہ ۔۔۔ تم تو میلی شیلنی او پادل ۔۔ 🙊,0,,,,,,
ڈاکٹر صاحب آجکل آپ ویڈیو لنک پر بات کرتے ہوئے ڈیسک بجانے لگ جاتے ہیں سندھ اسمبلی کے ممبروں کیطرح.. کیا اگلے الیکشن میں کھڑے ہونے کا ارادہ ہے😝,1,,,,,,
میرے پاس دو عدد مرغیاں ہیں جو روزانہ چار کلو انڈے دیتی ہیں تمہارے پاس کیا ہے؟؟😆😂,1,,,,,,
جزاک اللّٰہ الخیر 💐💐,0,,,,,,
باقی سب چھڈو مریم کے بیڈ سے اتار کے بندہ کے گئے مریم کی آواز نہیں نکلی کہاں گئی نہتی لڑکی😂😂,0,,,,,,
یہ نانی 420 ہے 😂😂,1,,,,,,
نیازی گھبرا گیا۔ دو منٹ کے لیے مریم کے ھاتھ میں اپنا پورا استعفیٰ پکڑانے پر غور۔ پٹواریوں میں خوشی کی لہر۔ 😜😂😂,1,,,,,,
💔محبت کا کتنا عجیب رشتا ہے ... دل تکلیف میں ہے اور تکلیف دینے والا دل میں ۔۔۔۔ 💔🥀,0,,,,,,
اچھا ہی ہر ہفتے زرا ہوا لگوا لیا کریں عوام کے پینڈے بھی سکون میں رہتے 😂😂,0,,,,,,
